Date,CO2,Humidity,Pressure,Temperature,Latitude,Longitude,Altitude,Speed,Track Angle,Horizontal Dilution,Height GeoID,Fix Quality,Num Satelites,Latitude Degrees,Latitude Minutes,Longitude Degrees,Longitude Minutes
2023-03-21 19:15:49.723315,459,36.8560791015625,1028.9111328125,6.758333333333333,43.619041,-70.213645,39.1,0.23,169.28,0.87,-32.3,1,13,43,61.9041,-70,21.3645
2023-03-21 19:15:54.551891,459,36.94915771484375,1028.838134765625,6.708333333333336,43.619041,-70.213645,39.1,0.6,11.34,0.87,-32.3,1,13,43,61.9041,-70,21.3645
2023-03-21 19:15:59.382109,459,36.9293212890625,1028.83544921875,6.700000000000003,43.619043,-70.213645,38.9,0.6,11.34,0.87,-32.3,1,13,43,61.9043,-70,21.3645
2023-03-21 19:16:04.214602,458,37.0269775390625,1028.821044921875,6.6875,43.619043,-70.213645,38.9,0.77,185.28,0.87,-32.3,1,13,43,61.9043,-70,21.3645
2023-03-21 19:16:09.046238,458,37.00714111328125,1028.8974609375,6.6875,43.619041,-70.213645,38.7,0.77,185.28,0.87,-32.3,1,13,43,61.9041,-70,21.3645
2023-03-21 19:16:13.868244,459,37.04833984375,1028.86181640625,6.647916666666667,43.619041,-70.213645,38.7,0.37,185.28,0.87,-32.3,1,13,43,61.9041,-70,21.3645
2023-03-21 19:16:18.685553,460,37.11700439453125,1028.9091796875,6.62916666666667,43.619041,-70.213645,38.8,0.37,185.28,0.87,-32.3,1,13,43,61.9041,-70,21.3645
2023-03-21 19:16:23.512327,459,37.10784912109375,1028.940185546875,6.595833333333331,43.619041,-70.213645,38.8,0.27,185.28,0.87,-32.3,1,13,43,61.9041,-70,21.3645
2023-03-21 19:16:28.364033,459,37.1734619140625,1028.9453125,6.595833333333331,43.619043,-70.213645,38.9,0.27,185.28,0.87,-32.3,1,13,43,61.9043,-70,21.3645
2023-03-21 19:16:33.191845,459,37.1429443359375,1028.8955078125,6.579166666666666,43.619043,-70.213645,38.9,0.15,185.28,0.87,-32.3,1,13,43,61.9043,-70,21.3645
2023-03-21 19:16:38.017336,460,37.19482421875,1028.863037109375,6.570833333333333,43.619043,-70.213645,38.9,0.15,185.28,0.87,-32.3,1,13,43,61.9043,-70,21.3645
2023-03-21 19:16:42.838798,459,37.213134765625,1028.808349609375,6.53125,43.619043,-70.213645,38.9,0.15,185.28,0.87,-32.3,1,13,43,61.9043,-70,21.3645
2023-03-21 19:16:47.675949,457,37.14752197265625,1028.874755859375,6.5,43.619076,-70.213648,38.9,0.4,9.03,0.87,-32.3,1,13,43,61.9076,-70,21.3648
2023-03-21 19:16:52.509753,457,37.176513671875,1028.802734375,6.466666666666669,43.619078,-70.213649,41.4,0.4,9.03,0.84,-32.3,1,14,43,61.9078,-70,21.3649
2023-03-21 19:16:57.336018,457,37.11090087890625,1028.772705078125,6.481250000000003,43.619078,-70.213649,41.4,0.74,4.02,0.84,-32.3,1,14,43,61.9078,-70,21.3649
2023-03-21 19:17:02.168439,457,37.25433349609375,1028.8525390625,6.462499999999999,43.619078,-70.213648,41.3,0.74,4.02,0.84,-32.3,1,14,43,61.9078,-70,21.3648
2023-03-21 19:17:06.995330,457,37.30010986328125,1028.959228515625,6.416666666666664,43.619078,-70.213648,41.3,0.07,4.02,0.84,-32.3,1,14,43,61.9078,-70,21.3648
2023-03-21 19:17:11.825117,455,37.322998046875,1029.01171875,6.412500000000001,43.61908,-70.213648,41.2,0.07,4.02,0.84,-32.3,1,14,43,61.908,-70,21.3648
2023-03-21 19:17:16.661135,455,37.40692138671875,1028.9296875,6.40208333333333,43.61908,-70.213648,41.2,0.13,4.02,0.84,-32.3,1,14,43,61.908,-70,21.3648
2023-03-21 19:17:21.484178,454,37.43896484375,1028.98779296875,6.364583333333336,43.61908,-70.213648,41.2,0.13,4.02,0.84,-32.3,1,14,43,61.908,-70,21.3648
2023-03-21 19:17:26.299597,454,37.384033203125,1029.03271484375,6.337499999999999,43.61908,-70.213648,41.2,0.12,4.02,0.84,-32.3,1,14,43,61.908,-70,21.3648
2023-03-21 19:17:31.125820,454,37.45880126953125,1028.906982421875,6.395833333333336,43.619078,-70.213648,41.2,0.12,4.02,0.84,-32.3,1,14,43,61.9078,-70,21.3648
2023-03-21 19:17:35.971242,455,37.5244140625,1028.936279296875,6.389583333333334,43.619078,-70.213648,41.2,0.26,4.02,0.84,-32.3,1,14,43,61.9078,-70,21.3648
2023-03-21 19:17:40.788546,455,37.6617431640625,1029.021240234375,6.352083333333333,43.619078,-70.213648,41.6,0.26,4.02,0.84,-32.3,1,14,43,61.9078,-70,21.3648
2023-03-21 19:17:45.613490,454,37.63580322265625,1029.00048828125,6.322916666666664,43.619078,-70.213648,41.6,0.47,4.02,0.84,-32.3,1,14,43,61.9078,-70,21.3648
2023-03-21 19:17:50.471163,454,37.5762939453125,1028.891357421875,6.28125,43.61908,-70.213649,41.6,0.47,4.02,0.84,-32.3,1,14,43,61.908,-70,21.3649
2023-03-21 19:17:55.270032,454,37.481689453125,1028.893798828125,6.25,43.61908,-70.213649,41.6,0.32,4.02,0.84,-32.3,1,14,43,61.908,-70,21.3649
2023-03-21 19:18:00.114311,454,37.34588623046875,1028.86328125,6.241666666666667,43.619078,-70.213648,41.3,0.32,4.02,0.84,-32.3,1,14,43,61.9078,-70,21.3648
2023-03-21 19:18:04.961248,453,37.347412109375,1028.978759765625,6.239583333333336,43.619078,-70.213648,41.3,0.32,4.02,0.84,-32.3,1,14,43,61.9078,-70,21.3648
2023-03-21 19:18:09.776592,453,37.44964599609375,1028.909423828125,6.27708333333333,43.619111,-70.213663,41.3,0.39,168.95,0.84,-32.3,1,14,43,61.9111,-70,21.3663
2023-03-21 19:18:14.605177,453,37.64190673828125,1029.0654296875,6.295833333333334,43.619111,-70.213663,41.0,0.39,168.95,0.87,-32.3,1,13,43,61.9111,-70,21.3663
2023-03-21 19:18:19.434519,453,37.713623046875,1028.866943359375,6.304166666666667,43.619111,-70.213663,41.0,0.11,168.95,0.87,-32.3,1,13,43,61.9111,-70,21.3663
2023-03-21 19:18:24.269772,453,37.8204345703125,1028.960693359375,6.28125,43.619111,-70.213663,41.0,0.11,168.95,0.87,-32.3,1,13,43,61.9111,-70,21.3663
2023-03-21 19:18:29.108501,452,37.86468505859375,1028.957275390625,6.306249999999999,43.619111,-70.213663,41.0,0.03,168.95,0.87,-32.3,1,13,43,61.9111,-70,21.3663
2023-03-21 19:18:33.907113,452,37.945556640625,1028.873291015625,6.306249999999999,43.619111,-70.213663,41.0,0.03,168.95,0.87,-32.3,1,13,43,61.9111,-70,21.3663
2023-03-21 19:18:38.740409,451,38.0218505859375,1028.984130859375,6.272916666666667,43.619111,-70.213663,41.0,0.22,168.95,0.87,-32.3,1,13,43,61.9111,-70,21.3663
